M,d,A_star,rho_star
4,3.2834246575342463,2.305853265516081,0.5764633163790203
4,3.3062100456621004,2.3443519100490904,0.5860879775122726
4,3.328995433789954,2.380287694746455,0.5950719236866138
4,3.3517808219178082,2.413969920382745,0.6034924800956862
4,3.374566210045662,2.445654284754835,0.6114135711887088
4,3.3973515981735156,2.4755547230502146,0.6188886807625537
4,3.4201369863013698,2.5038521268596363,0.6259630317149091
4,3.4429223744292234,2.5307008848936907,0.6326752212234227
4,3.4657077625570776,2.556233870677557,0.6390584676693892
4,3.4884931506849313,2.5805663018497573,0.6451415754624393
4,3.5112785388127854,2.603798765626515,0.6509496914066287
4,3.534063926940639,2.626019618688159,0.6565049046720397
4,3.556849315068493,2.647306911263449,0.6618267278158623
4,3.579634703196347,2.6677299448066156,0.6669324862016539
4,3.602420091324201,2.687350544297735,0.6718376360744337
4,3.6252054794520547,2.706224105961668,0.676556026490417
4,3.6479908675799084,2.7244004665578605,0.6811001166394651
4,3.6707762557077626,2.7419246296578836,0.6854811574144709
4,3.6935616438356162,2.7588373763621337,0.6897093440905334
4,3.71634703196347,2.775175781930556,0.693793945482639
4,3.739132420091324,2.7909736552719084,0.6977434138179771
4,3.761917808219178,2.806261914768591,0.7015654786921478
4,3.784703196347032,2.821068911236712,0.705267227809178
4,3.8074885844748856,2.8354207067361648,0.7088551766840412
4,3.8302739726027397,2.8493413163092693,0.7123353290773173
4,3.8530593607305934,2.86285291843326,0.715713229608315
4,3.875844748858447,2.8759760389421825,0.7189940097355456
4,3.8986301369863012,2.8887297123489217,0.7221824280872304
4,3.9214155251141554,2.9011316238331815,0.7252829059582954
4,3.944200913242009,2.913198234621948,0.728299558655487
4,3.9669863013698627,2.924944893049577,0.7312362232623942
4,3.989771689497717,2.936385933224289,0.7340964833060722
4,4.012557077625571,2.9475347629312845,0.7368836907328211
4,4.035342465753424,2.9584039421571156,0.7396009855392789
4,4.058127853881278,2.969005253416042,0.7422513133540105
4,4.0809132420091325,2.9793497648886174,0.7448374412221543
4,4.103698630136986,2.989447887240163,0.7473619718100407
4,4.12648401826484,2.999309424866562,0.7498273562166405
4,4.149269406392694,3.0089436222135633,0.7522359055533908
4,4.172054794520548,3.018359205729233,0.7545898014323082
4,4.194840182648402,3.027564421937248,0.756891105484312
4,4.2176255707762556,3.036567072054922,0.7591417680137305
4,4.24041095890411,3.0453745435274926,0.7613436358818731
4,4.263196347031963,3.053993838803953,0.7634984597009883
